1400.000000 0.023000 1.114457 1.189354 -1.067206
1400.000000 0.042000 1.179762 1.202615 -1.019370
1400.000000 0.061000 1.238694 1.261440 -1.018363
1400.000000 0.080000 1.324871 1.340326 -1.011666
1400.000000 0.099000 1.452445 1.478370 -1.017849
1400.000000 0.119000 1.549225 1.575981 -1.017270
1400.000000 0.138000 1.642160 1.660867 -1.011392
1400.000000 0.157000 1.710065 1.737966 -1.016315
1400.000000 0.176000 1.626024 1.646527 -1.012609
1400.000000 0.195000 1.774810 1.805197 -1.017121
1400.000000 0.214000 1.944718 1.975595 -1.015877
1400.000000 0.233000 2.092554 2.113133 -1.009834
1400.000000 0.252000 2.141729 2.174426 -1.015267
1400.000000 0.271000 2.151229 2.175152 -1.011121
1400.000000 0.290000 2.245877 2.254509 -1.003843
1400.000000 0.309000 2.261543 2.266055 -1.001995
1400.000000 0.328000 2.105995 2.131207 -1.011971
1400.000000 0.347000 1.299582 1.317110 -1.013488
1400.000000 0.366000 1.738232 1.763938 -1.014789
1400.000000 0.386000 1.920381 1.942134 -1.011328
1400.000000 0.405000 2.652888 2.654830 -1.000732
1400.000000 0.424000 2.936698 2.982753 -1.015683
1400.000000 0.443000 3.760138 3.816950 -1.015109
1400.000000 0.462000 5.417086 5.509042 -1.016975
1400.000000 0.481000 6.536412 6.603868 -1.010320
1400.000000 0.500000 7.874055 7.745200 -0.983635
1400.000000 0.519000 6.380823 6.355107 -0.995970
1400.000000 0.538000 4.952103 4.874256 -0.984280
1400.000000 0.557000 4.045551 4.016752 -0.992881
1400.000000 0.576000 3.201526 3.161833 -0.987602
1400.000000 0.595000 2.438380 2.391300 -0.980692
1400.000000 0.614000 2.226599 2.200467 -0.988264
1400.000000 0.634000 1.472027 1.442371 -0.979853
1400.000000 0.653000 1.219898 1.202961 -0.986116
1400.000000 0.672000 2.073371 2.063462 -0.995221
1400.000000 0.691000 2.295561 2.260364 -0.984667
1400.000000 0.710000 2.301714 2.257525 -0.980802
1400.000000 0.729000 2.207611 2.196425 -0.994933
1400.000000 0.748000 2.179945 2.139932 -0.981645
1400.000000 0.767000 1.998592 1.968068 -0.984727
1400.000000 0.786000 1.938038 1.887104 -0.973719
1400.000000 0.805000 1.987242 1.948604 -0.980557
1400.000000 0.824000 1.767840 1.733590 -0.980626
1400.000000 0.843000 1.694191 1.676374 -0.989484
1400.000000 0.862000 1.661984 1.635473 -0.984048
1400.000000 0.881000 1.486465 1.472052 -0.990304
1400.000000 0.901000 1.527491 1.487404 -0.973756
1400.000000 0.920000 1.301055 1.272851 -0.978322
1400.000000 0.939000 1.217187 1.212272 -0.995962
1400.000000 0.958000 1.263297 1.195551 -0.946373
