-0.64 -0.206228 0.650
-0.635 -0.191324 0.650
-0.63 -0.180081 0.650
-0.625 -0.169903 0.650
-0.62 -0.160822 0.650
-0.615 -0.152798 0.650
-0.61 -0.145517 0.650
-0.605 -0.138965 0.650
-0.6 -0.132563 0.650
-0.595 -0.126676 0.650
-0.59 -0.12111 0.650
-0.585 -0.116074 0.650
-0.58 -0.110633 0.650
-0.575 -0.106142 0.650
-0.57 -0.101242 0.650
-0.565 -0.0967115 0.650
-0.56 -0.0920755 0.650
-0.555 -0.0879425 0.650
-0.55 -0.08333 0.650
-0.545 -0.078992 0.650
-0.54 -0.0747275 0.650
-0.535 -0.070636 0.650
-0.53 -0.0664765 0.650
-0.525 -0.062473 0.650
-0.52 -0.0582913 0.650
-0.515 -0.053902 0.650
-0.51 -0.0497807 0.650
-0.505 -0.045631 0.650
-0.5 -0.04164 0.650
-0.49 -0.0333243 0.650
-0.48 -0.0247 0.650
-0.47 -0.0165035 0.650
-0.465 -0.012426 0.650
-0.46 -0.00812725 0.650
-0.455 -0.003958 0.650
-0.45 0.00038075 0.650
-0.44 0.009025 0.650
-0.43 0.0177103 0.650
-0.42 0.0265775 0.650
-0.41 0.0354032 0.650
-0.4 0.0444074 0.650
-0.39 0.0533563 0.650
-0.38 0.0625127 0.650
-0.375 0.067145 0.650
-0.37 0.0717493 0.650
-0.36 0.0809487 0.650
-0.35 0.0901806 0.650
-0.34 0.0995477 0.650
-0.33 0.109017 0.650
-0.325 0.113765 0.650
-0.32 0.118516 0.650
-0.31 0.128199 0.650
-0.3 0.137733 0.650
-0.275 0.161696 0.650
-0.25 0.186161 0.650
-0.225 0.210441 0.650
-0.2 0.235142 0.650
-0.175 0.259617 0.650
-0.15 0.284558 0.650
-0.125 0.309368 0.650
-0.1 0.334397 0.650
-0.075 0.359233 0.650
-0.05 0.384691 0.650
-0.025 0.409041 0.650
0 0.434057 0.650

-0.495 -0.558906 0.950
-0.49 -0.549751 0.950
-0.485 -0.540707 0.950
-0.48 -0.531475 0.950
-0.475 -0.522183 0.950
-0.47 -0.512822 0.950
-0.465 -0.503371 0.950
-0.46 -0.493429 0.950
-0.455 -0.483882 0.950
-0.45 -0.473764 0.950
-0.445 -0.463993 0.950
-0.44 -0.453429 0.950
-0.435 -0.442944 0.950
-0.43 -0.432044 0.950
-0.425 -0.421309 0.950
-0.42 -0.410181 0.950
-0.415 -0.398995 0.950
-0.41 -0.387492 0.950
-0.405 -0.375277 0.950
-0.4 -0.362789 0.950
-0.39 -0.337599 0.950
-0.38 -0.310093 0.950
-0.375 -0.295467 0.950
-0.37 -0.280615 0.950
-0.36 -0.248508 0.950
-0.35 -0.216583 0.950
-0.34 -0.182563 0.950
-0.33 -0.150459 0.950
-0.325 -0.135663 0.950
-0.32 -0.121121 0.950
-0.31 -0.0953142 0.950
-0.3 -0.0724867 0.950
-0.275 -0.0261425 0.950
-0.25 0.0126492 0.950
-0.225 0.0468205 0.950
-0.2 0.0777647 0.950
-0.175 0.106774 0.950
-0.15 0.134753 0.950
-0.125 0.161542 0.950
-0.1 0.188521 0.950
-0.075 0.214549 0.950
-0.05 0.240132 0.950
-0.025 0.266106 0.950
0 0.291411 0.950

-0.48 -0.573829 1.050
-0.475 -0.566575 1.050
-0.47 -0.559065 1.050
-0.465 -0.551741 1.050
-0.46 -0.544316 1.050
-0.455 -0.536993 1.050
-0.45 -0.529529 1.050
-0.445 -0.522183 1.050
-0.44 -0.514821 1.050
-0.435 -0.507313 1.050
-0.43 -0.499916 1.050
-0.425 -0.492346 1.050
-0.42 -0.485192 1.050
-0.415 -0.477737 1.050
-0.41 -0.470276 1.050
-0.405 -0.462776 1.050
-0.4 -0.455618 1.050
-0.39 -0.440677 1.050
-0.38 -0.426225 1.050
-0.375 -0.419125 1.050
-0.37 -0.411684 1.050
-0.36 -0.397295 1.050
-0.35 -0.382886 1.050
-0.34 -0.368764 1.050
-0.33 -0.354493 1.050
-0.325 -0.347524 1.050
-0.32 -0.340792 1.050
-0.31 -0.326825 1.050
-0.3 -0.313403 1.050
-0.275 -0.279941 1.050
-0.25 -0.247618 1.050
-0.225 -0.216576 1.050
-0.2 -0.186724 1.050
-0.175 -0.157796 1.050
-0.15 -0.129726 1.050
-0.125 -0.102282 1.050
-0.1 -0.0750315 1.050
-0.075 -0.0487635 1.050
-0.05 -0.0226037 1.050
-0.025 0.00327733 1.050
0 0.028699 1.050

-0.475 -0.587871 1.150
-0.47 -0.581228 1.150
-0.465 -0.574639 1.150
-0.46 -0.567984 1.150
-0.455 -0.561197 1.150
-0.45 -0.554565 1.150
-0.445 -0.547843 1.150
-0.44 -0.541195 1.150
-0.435 -0.53457 1.150
-0.43 -0.527895 1.150
-0.425 -0.521396 1.150
-0.42 -0.514778 1.150
-0.415 -0.508197 1.150
-0.41 -0.501662 1.150
-0.405 -0.495344 1.150
-0.4 -0.488574 1.150
-0.39 -0.475876 1.150
-0.38 -0.462847 1.150
-0.375 -0.456373 1.150
-0.37 -0.450303 1.150
-0.36 -0.437617 1.150
-0.35 -0.425149 1.150
-0.34 -0.412917 1.150
-0.33 -0.40059 1.150
-0.325 -0.394478 1.150
-0.32 -0.388685 1.150
-0.31 -0.376652 1.150
-0.3 -0.364786 1.150
-0.275 -0.335779 1.150
-0.25 -0.307453 1.150
-0.225 -0.279789 1.150
-0.2 -0.252683 1.150
-0.175 -0.226034 1.150
-0.15 -0.199648 1.150
-0.125 -0.173744 1.150
-0.1 -0.148108 1.150
-0.075 -0.122501 1.150
-0.05 -0.0971262 1.150
-0.025 -0.071748 1.150
0 -0.0465628 1.150

-0.46 -0.589717 1.350
-0.455 -0.584794 1.350
-0.45 -0.578643 1.350
-0.445 -0.572547 1.350
-0.44 -0.566351 1.350
-0.435 -0.56023 1.350
-0.43 -0.554229 1.350
-0.425 -0.548302 1.350
-0.42 -0.542224 1.350
-0.415 -0.536159 1.350
-0.41 -0.530108 1.350
-0.405 -0.524059 1.350
-0.4 -0.518212 1.350
-0.39 -0.506328 1.350
-0.38 -0.494705 1.350
-0.375 -0.488749 1.350
-0.37 -0.482966 1.350
-0.36 -0.471481 1.350
-0.35 -0.460045 1.350
-0.34 -0.448741 1.350
-0.33 -0.437491 1.350
-0.325 -0.431922 1.350
-0.32 -0.426304 1.350
-0.31 -0.415258 1.350
-0.3 -0.404311 1.350
-0.275 -0.377126 1.350
-0.25 -0.350411 1.350
-0.225 -0.324061 1.350
-0.2 -0.29808 1.350
-0.175 -0.272107 1.350
-0.15 -0.246524 1.350
-0.125 -0.221074 1.350
-0.1 -0.195733 1.350
-0.075 -0.170583 1.350
-0.05 -0.145316 1.350
-0.025 -0.120091 1.350
0 -0.0949232 1.350

-0.455 -0.590548 1.450
-0.45 -0.585381 1.450
-0.445 -0.579477 1.450
-0.44 -0.573385 1.450
-0.435 -0.567433 1.450
-0.43 -0.56155 1.450
-0.425 -0.555632 1.450
-0.42 -0.549691 1.450
-0.415 -0.543822 1.450
-0.41 -0.537967 1.450
-0.405 -0.532171 1.450
-0.4 -0.526153 1.450
-0.39 -0.51464 1.450
-0.38 -0.503203 1.450
-0.375 -0.497386 1.450
-0.37 -0.491825 1.450
-0.36 -0.480439 1.450
-0.35 -0.469213 1.450
-0.34 -0.458336 1.450
-0.33 -0.447012 1.450
-0.325 -0.441428 1.450
-0.32 -0.43598 1.450
-0.31 -0.425088 1.450
-0.3 -0.414317 1.450
-0.275 -0.387513 1.450
-0.25 -0.361121 1.450
-0.225 -0.334892 1.450
-0.2 -0.309159 1.450
-0.175 -0.28345 1.450
-0.15 -0.257851 1.450
-0.125 -0.232545 1.450
-0.1 -0.207259 1.450
-0.075 -0.181942 1.450
-0.05 -0.156838 1.450
-0.025 -0.131781 1.450
0 -0.106585 1.450

-0.45 -0.588159 1.500
-0.445 -0.582305 1.500
-0.44 -0.576253 1.500
-0.435 -0.570216 1.500
-0.43 -0.564499 1.500
-0.425 -0.558552 1.500
-0.42 -0.552702 1.500
-0.415 -0.546794 1.500
-0.41 -0.541024 1.500
-0.405 -0.535379 1.500
-0.4 -0.529331 1.500
-0.39 -0.517867 1.500
-0.38 -0.506426 1.500
-0.375 -0.500654 1.500
-0.37 -0.495132 1.500
-0.36 -0.483911 1.500
-0.35 -0.472792 1.500
-0.34 -0.461878 1.500
-0.33 -0.450695 1.500
-0.325 -0.445056 1.500
-0.32 -0.439792 1.500
-0.31 -0.42888 1.500
-0.3 -0.418196 1.500
-0.275 -0.391506 1.500
-0.25 -0.365237 1.500
-0.225 -0.339086 1.500
-0.2 -0.313336 1.500
-0.175 -0.287729 1.500
-0.15 -0.262254 1.500
-0.125 -0.236892 1.500
-0.1 -0.211673 1.500
-0.075 -0.186316 1.500
-0.05 -0.161308 1.500
-0.025 -0.136227 1.500
0 -0.111328 1.500

-0.445 -0.584588 1.550
-0.44 -0.578653 1.550
-0.435 -0.572641 1.550
-0.43 -0.567043 1.550
-0.425 -0.561094 1.550
-0.42 -0.555261 1.550
-0.415 -0.54944 1.550
-0.41 -0.543694 1.550
-0.405 -0.537964 1.550
-0.4 -0.532089 1.550
-0.39 -0.520672 1.550
-0.38 -0.509355 1.550
-0.375 -0.503637 1.550
-0.37 -0.498044 1.550
-0.36 -0.486852 1.550
-0.35 -0.475847 1.550
-0.34 -0.464952 1.550
-0.33 -0.453935 1.550
-0.325 -0.448346 1.550
-0.32 -0.443024 1.550
-0.31 -0.432214 1.550
-0.3 -0.42149 1.550
-0.275 -0.394902 1.550
-0.25 -0.368724 1.550
-0.225 -0.342829 1.550
-0.2 -0.316967 1.550
-0.175 -0.291487 1.550
-0.15 -0.265992 1.550
-0.125 -0.240698 1.550
-0.1 -0.215469 1.550
-0.075 -0.190172 1.550
-0.05 -0.165196 1.550
-0.025 -0.140036 1.550
0 -0.115137 1.550

